"timestamp","source","message"
"2020-05-21T13:27:20.075Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing AspspFoundEvent: AspspFoundEvent{data=AspspTO{id='53c47f54-b9a4-465a-8f77-bc6cd5f0cf46', name='adorsys xs2a', bic='ADORSYS', bankCode='99999999', url='https://amos-modelbank-xs2a.cloud.adorsys.de', adapterId='adorsys-integ-adapter', idpUrl='null', scaApproaches=null, paginationId='0:1.0'}, approach=UNKNOWN, step=ASPSP_LOOKUP}"
"2020-05-21T15:35:50.002Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 200 \\n	<-- aspsp-sca-approach: EMBEDDED\\n	<-- x-request-id: 74825aa6-d2e6-43d3-90fa-f49eeb1cc984\\n	<-- date: Thu, 21 May 2020 15:35:50 GMT\\n	<-- content-length: 891\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- content-type: application/json\\n	<--\\n	<-- Response body [application/json]: {""scaMethods"":[{""authenticationType"":""******"",""authenticationMethodId"":""******"",""name"":""******""},{""authenticationType"":""******"",""authenticationMethodId"":""******"",""name"":""******""},{""authenticationType"":""******"",""authenticationMethodId"":""******"",""name"":""******""}],""scaStatus"":""******"",""_links"":{""selectAuthenticationMethod"":{""href"":""******""},""scaStatus"":{""href"":""******""}}}\\n	<--"
"2020-05-21T15:36:36.188Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T16:12:28.778Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T13:27:20.159Z","xs2a-adapter-7-jtfdh","--> POST https://amos-modelbank-xs2a.cloud.adorsys.de/v1/consents?limit=10&balanceTypes=interimBooked HTTP/1.1\\n	--> Correlation-ID: 6E6955303E1B3E62732C42960AD144B0\\n	--> Accept: application/json\\n	--> TPP-Nok-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/nok-redirect\\n	--> X-Request-ID: d544e64a-e69d-42da-919f-a6efadd81e4d\\n	--> TPP-Redirect-Preferred: false\\n	--> X-GTW-ASPSP-ID: 53c47f54-b9a4-465a-8f77-bc6cd5f0cf46\\n	--> PSU-ID: ******\\n	--> PSU-IP-Address: 0.0.0.0\\n	--> TPP-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/redirect\\n	-->\\n	--> Request body [application/json; charset=UTF-8]: {""access"":{""accounts"":[{""iban"":""******"",""currency"":""******""}],""balances"":[{""iban"":""******"",""currency"":""******""}],""transactions"":[{""iban"":""******"",""currency"":""******""}]},""recurringIndicator"":true,""validUntil"":""2020-05-22"",""frequencyPerDay"":4,""combinedServiceIndicator"":false}\\n	-->"
"2020-05-21T15:35:50.004Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","update consent PSU data (PSU password stage) response status - 200"
"2020-05-21T15:36:36.451Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 200 \\n	<-- x-request-id: fa1f3dc4-15f7-4f0e-bb51-5620bad38d47\\n	<-- date: Thu, 21 May 2020 15:36:36 GMT\\n	<-- content-length: 463\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- content-type: application/json\\n	<--\\n	<-- Response body [application/json]: {""accounts"":[{""resourceId"":""******"",""iban"":""******"",""currency"":""******"",""name"":""******"",""cashAccountType"":""******"",""status"":""******"",""linkedAccounts"":""******""}]}\\n	<--"
"2020-05-21T16:12:28.921Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","create consent response status - 403"
"2020-05-19T10:00:25.617Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 200 \\n	<-- aspsp-sca-approach: EMBEDDED\\n	<-- x-request-id: a1d14615-edca-457e-a12b-5d732abc61ca\\n	<-- date: Tue, 19 May 2020 10:00:24 GMT\\n	<-- content-length: 891\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- content-type: application/json\\n	<--\\n	<-- Response body [application/json]: {""scaMethods"":[{""authenticationType"":""******"",""authenticationMethodId"":""******"",""name"":""******""},{""authenticationType"":""******"",""authenticationMethodId"":""******"",""name"":""******""},{""authenticationType"":""******"",""authenticationMethodId"":""******"",""name"":""******""}],""scaStatus"":""******"",""_links"":{""selectAuthenticationMethod"":{""href"":""******""},""scaStatus"":{""href"":""******""}}}\\n	<--"
"2020-05-21T15:36:18.008Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 200 \\n	<-- aspsp-sca-approach: EMBEDDED\\n	<-- x-request-id: eebdad16-0bcc-4f8a-9099-e95a4d37454d\\n	<-- date: Thu, 21 May 2020 15:36:18 GMT\\n	<-- content-length: 839\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- content-type: application/json\\n	<--\\n	<-- Response body [application/json]: {""scaStatus"":""******"",""chosenScaMethod"":{""authenticationType"":""******"",""authenticationMethodId"":""******"",""name"":""******""},""challengeData"":{""data"":[""******""],""otpMaxLength"":""******"",""otpFormat"":""******"",""additionalInformation"":""******""},""_links"":{""scaStatus"":{""href"":""******""},""authoriseTransaction"":{""href"":""******""}}}\\n	<--"
"2020-05-21T15:36:36.456Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","get account list response status - 200"
"2020-05-21T16:12:28.923Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Response status - 403"
"2020-05-19T10:00:27.226Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:36:18.010Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","update consent PSU data (selectPsuAuthenticationMethod) response status - 200"
"2020-05-21T15:36:37.040Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T16:12:28.923Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing Error: BaseEvent{data=******, approach=UNKNOWN, step=CREATE_CONSENT}"
"2020-05-19T10:00:27.228Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:35:26.473Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","update consent PSU data (PSU password stage)"
"2020-05-21T15:36:37.071Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T16:10:20.005Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by bank code [99999999}"
"2020-05-19T10:00:27.265Z","xs2a-adapter-7-jtfdh","--> PUT https://amos-modelbank-xs2a.cloud.adorsys.de/v1/consents/******/authorisations/******?limit=10&balanceTypes=interimBooked HTTP/1.1\\n	--> Correlation-ID: 82D29F9C656D5433D52A5C649FE66268\\n	--> Accept: application/json\\n	--> X-Request-ID: 76e5c724-b7e6-4043-8006-474143c06065\\n	--> X-GTW-ASPSP-ID: 53c47f54-b9a4-465a-8f77-bc6cd5f0cf46\\n	--> PSU-ID: ******\\n	--> PSU-IP-Address: 0.0.0.0\\n	--> TPP-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/redirect\\n	-->\\n	--> Request body [application/json; charset=UTF-8]: {""authenticationMethodId"":""******""}\\n	-->"
"2020-05-21T15:35:26.902Z","xs2a-adapter-7-jtfdh","UTF-8 charset will be used for response body parsing"
"2020-05-21T15:36:37.186Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 200 \\n	<-- x-request-id: 85b8691b-2d22-4b58-aa8e-b0b67a577bc5\\n	<-- date: Thu, 21 May 2020 15:36:37 GMT\\n	<-- content-length: 25\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- content-type: application/json\\n	<--\\n	<-- Response body [application/json]: {""scaStatus"":""******""}\\n	<--"
"2020-05-21T16:10:20.095Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T13:25:18.683Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:35:26.903Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Response status - 401"
"2020-05-21T15:36:37.192Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T16:10:20.096Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T13:25:18.722Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:35:26.904Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing Error: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-21T15:53:39.239Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T16:10:20.130Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T13:25:18.723Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:36:36.020Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 200 \\n	<-- aspsp-sca-approach: EMBEDDED\\n	<-- x-request-id: 06f30b3f-384a-49be-bece-3fc0f449764b\\n	<-- date: Thu, 21 May 2020 15:36:36 GMT\\n	<-- content-length: 290\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- content-type: application/json\\n	<--\\n	<-- Response body [application/json]: {""scaStatus"":""******""}\\n	<--"
"2020-05-21T15:53:39.275Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T16:01:37.378Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","search ASPSPs"
"2020-05-21T13:25:18.759Z","xs2a-adapter-7-jtfdh","--> PUT https://amos-modelbank-xs2a.cloud.adorsys.de/v1/consents/******/authorisations/******?limit=10&balanceTypes=interimBooked HTTP/1.1\\n	--> Correlation-ID: 73D1CA2536413164C39C89657C6ABED7\\n	--> Accept: application/json\\n	--> X-Request-ID: 5a2e6aca-772e-47a7-a38c-74bb570ff3d4\\n	--> X-GTW-ASPSP-ID: 53c47f54-b9a4-465a-8f77-bc6cd5f0cf46\\n	--> PSU-ID: ******\\n	--> PSU-IP-Address: 0.0.0.0\\n	--> TPP-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/redirect\\n	-->\\n	--> Request body [application/json; charset=UTF-8]: {""psuData"":{""password"":""******""}}\\n	-->"
"2020-05-21T15:36:36.059Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","show transactions page"
"2020-05-21T15:53:39.987Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 200 \\n	<-- aspsp-sca-approach: EMBEDDED\\n	<-- x-request-id: 3f053f4b-9189-47fa-8cca-25c4c5666ef6\\n	<-- date: Thu, 21 May 2020 15:53:39 GMT\\n	<-- content-length: 895\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- content-type: application/json\\n	<--\\n	<-- Response body [application/json]: {""scaMethods"":[{""authenticationType"":""******"",""authenticationMethodId"":""******"",""name"":""******""},{""authenticationType"":""******"",""authenticationMethodId"":""******"",""name"":""******""},{""authenticationType"":""******"",""authenticationMethodId"":""******"",""name"":""******""}],""scaStatus"":""******"",""_links"":{""selectAuthenticationMethod"":{""href"":""******""},""scaStatus"":{""href"":""******""}}}\\n	<--"
"2020-05-21T16:01:37.407Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing Error: BaseEvent{data=******, approach=UNKNOWN, step=ASPSP_LOOKUP}"
"2020-05-21T13:30:33.707Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:35:19.846Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","create a new session: C31014D910459B8CF72374904735E130"
"2020-05-21T15:53:39.989Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing QueryParametersEvent: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-21T16:10:20.219Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","create consent response status - 400"
"2020-05-21T13:30:34.141Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Response status - 401"
"2020-05-21T15:35:19.937Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:53:39.989Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing SelectSCAMethodEvent: BaseEvent{data=******, approach=EMBEDDED, step=SELECT_SCA}"
"2020-05-21T16:10:20.220Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Response status - 400"
"2020-05-21T13:25:07.793Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by bank code [99999999}"
"2020-05-21T15:35:44.652Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","search ASPSPs"
"2020-05-21T15:36:35.490Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T16:00:38.433Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by bank code [12345678}"
"2020-05-21T13:25:07.869Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:35:44.651Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","create a new session: 96A452825BCE05EEDA4824A9D484044F"
"2020-05-21T15:36:35.551Z","xs2a-adapter-7-jtfdh","--> PUT https://amos-modelbank-xs2a.cloud.adorsys.de/v1/consents/******/authorisations/******?limit=10&balanceTypes=interimBooked HTTP/1.1\\n	--> Correlation-ID: 96A452825BCE05EEDA4824A9D484044F\\n	--> Accept: application/json\\n	--> X-Request-ID: 06f30b3f-384a-49be-bece-3fc0f449764b\\n	--> X-GTW-ASPSP-ID: 53c47f54-b9a4-465a-8f77-bc6cd5f0cf46\\n	--> PSU-ID: ******\\n	--> PSU-IP-Address: 0.0.0.0\\n	--> TPP-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/redirect\\n	-->\\n	--> Request body [application/json; charset=UTF-8]: {""scaAuthenticationData"":""******""}\\n	-->"
"2020-05-21T16:00:38.457Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 0 record(s) have been found"
"2020-05-21T13:25:07.959Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:35:44.658Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by bank code [99999999}"
"2020-05-21T15:36:36.151Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","get account list"
"2020-05-21T16:01:09.083Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 0 record(s) have been found"
"2020-05-21T13:26:27.383Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing ConsentAuthorisedEvent: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-21T15:35:44.699Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:48:02.275Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","update consent PSU data (PSU password stage)"
"2020-05-19T10:00:32.315Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 200 \\n	<-- x-request-id: e93d0ad7-7b98-4e10-b835-9033f67e00bf\\n	<-- date: Tue, 19 May 2020 10:00:31 GMT\\n	<-- content-length: 463\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- content-type: application/json\\n	<--\\n	<-- Response body [application/json]: {""accounts"":[{""resourceId"":""******"",""iban"":""******"",""currency"":""******"",""name"":""******"",""cashAccountType"":""******"",""status"":""******"",""linkedAccounts"":""******""}]}\\n	<--"
"2020-05-21T13:27:20.542Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing ConsentCreatedEvent: BaseEvent{data=******, approach=UNKNOWN, step=CREATE_CONSENT}"
"2020-05-21T15:35:44.700Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","search ASPSPs response status - 200"
"2020-05-21T15:48:02.351Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-19T10:00:32.359Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-19T16:14:04.233Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Slack integration is disabled"
"2020-05-21T15:35:20.338Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","create consent response status - 200"
"2020-05-21T15:48:02.631Z","xs2a-adapter-7-jtfdh","UTF-8 charset will be used for response body parsing"
"2020-05-19T10:00:32.360Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:36:36.463Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:35:20.339Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing QueryParametersEvent: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-21T15:48:02.632Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Response status - 401"
"2020-05-19T10:00:32.393Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:36:36.528Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:48:02.320Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:48:02.633Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing Error: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-19T10:00:32.704Z","xs2a-adapter-7-jtfdh","<-- There is no information about transactions"
"2020-05-21T15:36:36.784Z","xs2a-adapter-7-jtfdh","<-- There is no information about transactions"
"2020-05-21T15:48:02.353Z","xs2a-adapter-7-jtfdh","--> PUT https://amos-modelbank-xs2a.cloud.adorsys.de/v1/payments/sepa-credit-transfers/ef37-Zqs3DZ0j9haWgvtIETPfC5z4NiItGwxuYfDVub8uGfNxY8In043HZrzWhlGcgftJbETkzvNvu5mZQqWcA==_=_psGLvQpt9Q/authorisations/******?limit=10&balanceTypes=interimBooked HTTP/1.1\\n	--> Correlation-ID: 8ECDCE97BD7397BE24E292A8BB647F90\\n	--> Accept: */*\\n	--> X-Request-ID: 90f6921a-bf14-408a-b75e-ff43043d4d62\\n	--> X-GTW-ASPSP-ID: 53c47f54-b9a4-465a-8f77-bc6cd5f0cf46\\n	--> PSU-ID: ******\\n	--> PSU-IP-Address: 0.0.0.0\\n	--> TPP-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/redirect\\n	-->\\n	--> Request body [application/json; charset=UTF-8]: {""psuData"":{""password"":""******""}}\\n	-->"
"2020-05-21T15:47:56.516Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing AspspFoundEvent: AspspFoundEvent{data=AspspTO{id='53c47f54-b9a4-465a-8f77-bc6cd5f0cf46', name='adorsys xs2a', bic='ADORSYS', bankCode='99999999', url='https://amos-modelbank-xs2a.cloud.adorsys.de', adapterId='adorsys-integ-adapter', idpUrl='null', scaApproaches=null, paginationId='0:1.0'}, approach=UNKNOWN, step=ASPSP_LOOKUP}"
"2020-05-19T10:00:32.706Z","amos-modelbank-xs2a-adapter-ui-service-dc6549f74-lg5wf","Processing TransactionsReceivedEvent: BaseEvent{data=******, approach=UNKNOWN, step=GET_TRANSACTIONS}"
"2020-05-21T15:36:36.784Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 200 \\n	<-- x-request-id: f915690b-d11f-4c91-a39a-3484f1be9340\\n	<-- date: Thu, 21 May 2020 15:36:36 GMT\\n	<-- content-length: 2171\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- content-type: application/json\\n	<--\\n	<-- Response body [application/json]: {""account"":{""iban"":""******"",""currency"":""******""},""transactions"":{""booked"":[{""transactionId"":""******"",""endToEndId"":""******"",""bookingDate"":""******"",""valueDate"":""******"",""transactionAmount"":{""currency"":""******"",""amount"":""******""},""creditorName"":""******"",""creditorAccount"":{""iban"":""******"",""currency"":""******""},""creditorAgent"":""******"",""debtorName"":""******"",""debtorAccount"":{""iban"":""******"",""currency"":""******""},""debtorAgent"":""******"",""remittanceInformationUnstructured"":""******"",""bankTransactionCode"":""******"",""proprietaryBankTransactionCode"":""******"",""balanceAfterTransaction"":{}},{""transactionId"":""******"",""endToEndId"":""******"",""bookingDate"":""******"",""valueDate"":""******"",""transactionAmount"":{""currency"":""******"",""amount"":""******""},""creditorName"":""******"",""creditorAccount"":{""iban"":""******"",""currency"":""******""},""creditorAgent"":""******"",""debtorName"":""******"",""debtorAccount"":{""iban"":""******"",""currency"":""******""},""debtorAgent"":""******"",""remittanceInformationUnstructured"":""******"",""bankTransactionCode"":""******"",""proprietaryBankTransactionCode"":""******"",""balanceAfterTransaction"":{}}],""_links"":{""account"":{""href"":""******""},""balances"":{""href"":""******""}}},""balances"":[{""balanceAmount"":{""currency"":""******"",""amount"":""******""},""balanceType"":""******"",""lastChangeDateTime"":""******"",""referenceDate"":""******""},{""balanceAmount"":{""currency"":""******"",""amount"":""******""},""balanceType"":""******"",""lastChangeDateTime"":""******"",""referenceDate"":""******""}],""_links"":{""balances"":{""href"":""******""},""download"":{""href"":""******""}}}\\n	<--"
"2020-05-21T15:48:02.632Z","xs2a-adapter-7-jtfdh","{""tppMessages"":[{""category"":""ERROR"",""code"":""PSU_CREDENTIALS_INVALID"",""text"":""The PSU-ID cannot be matched by the addressed ASPSP or is blocked, or a password resp. OTP was not correct""}]}"
"2020-05-21T15:36:18.010Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing QueryParametersEvent: BaseEvent{data=******, approach=EMBEDDED, step=AUTHENTICATE_PSU}"
"2020-05-19T10:00:32.869Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 200 \\n	<-- x-request-id: 0740db09-ffd4-454a-a3cb-636a12f8bdc7\\n	<-- date: Tue, 19 May 2020 10:00:31 GMT\\n	<-- content-length: 25\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- content-type: application/json\\n	<--\\n	<-- Response body [application/json]: {""consentStatus"":""******""}\\n	<--"
"2020-05-21T15:36:36.790Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing TransactionsReceivedEvent: BaseEvent{data=******, approach=UNKNOWN, step=GET_TRANSACTIONS}"
"2020-05-21T16:04:15.759Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T13:30:33.605Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","update consent PSU data (PSU password stage)"
"2020-05-19T10:00:32.939Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:36:36.827Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T16:04:15.760Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","search ASPSPs response status - 200"
"2020-05-21T13:30:33.656Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:34:16.005Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: by ID [53c47f54-b9a4-465a-8f77-bc6cd5f0cf46]"
"2020-05-21T15:36:37.033Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 200 \\n	<-- x-request-id: 4e7c9719-c96f-4e24-ada9-3cb3fe4f3c35\\n	<-- date: Thu, 21 May 2020 15:36:37 GMT\\n	<-- content-length: 25\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- content-type: application/json\\n	<--\\n	<-- Response body [application/json]: {""consentStatus"":""******""}\\n	<--"
"2020-05-21T16:04:15.833Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T13:30:33.741Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T15:34:16.561Z","xs2a-adapter-7-jtfdh","<-- HTTP/1.1 201 \\n	<-- aspsp-sca-approach: EMBEDDED\\n	<-- x-request-id: 0a3f83ce-fded-4f72-b9e3-d5b5ad0ddb8a\\n	<-- date: Thu, 21 May 2020 15:34:16 GMT\\n	<-- content-length: 1100\\n	<-- vary: Access-Control-Request-Headers\\n	<-- x-robots-tag: none\\n	<-- location: https://amos-modelbank-xs2a.cloud.adorsys.de/v1/consents/******\\n	<-- content-type: application/json\\n	<-- aspsp-notification-support: false\\n	<--\\n	<-- Response body [application/json]: {""consentStatus"":""******"",""consentId"":""******"",""_links"":{""updatePsuAuthentication"":{""href"":""******""},""self"":{""href"":""******""},""status"":{""href"":""******""},""scaStatus"":{""href"":""******""}}}\\n	<--"
"2020-05-21T15:36:37.101Z","xs2a-adapter-7-jtfdh","Searching for ASPSPs: 1 record(s) have been found"
"2020-05-21T16:04:15.839Z","xs2a-adapter-7-jtfdh","--> POST https://amos-modelbank-xs2a.cloud.adorsys.de/v1/consents?limit=10&balanceTypes=interimBooked HTTP/1.1\\n	--> Correlation-ID: 4561F25F5045F42D30FD1E1223EFABFA\\n	--> Accept: application/json\\n	--> TPP-Nok-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/nok-redirect\\n	--> X-Request-ID: c0804551-de2e-404c-9954-eb0a6672a99c\\n	--> TPP-Redirect-Preferred: false\\n	--> X-GTW-ASPSP-ID: 53c47f54-b9a4-465a-8f77-bc6cd5f0cf46\\n	--> PSU-ID: ******\\n	--> PSU-IP-Address: 0.0.0.0\\n	--> TPP-Redirect-URI: https://amos-modelbank-xs2a-adapter-ui-service.cloud.adorsys.de/redirect\\n	-->\\n	--> Request body [application/json; charset=UTF-8]: {""access"":{""accounts"":[{""iban"":""******"",""currency"":""******""}],""balances"":[{""iban"":""******"",""currency"":""******""}]},""recurringIndicator"":true,""validUntil"":""2020-05-22"",""frequencyPerDay"":4,""combinedServiceIndicator"":false}\\n	-->"
"2020-05-21T13:30:34.139Z","xs2a-adapter-7-jtfdh","UTF-8 charset will be used for response body parsing"
"2020-05-21T15:34:16.563Z","amos-modelbank-xs2a-adapter-ui-service-55fdcd89b-pmpkp","Processing ConsentCreatedEvent: BaseEvent{data=******, approach=UNKNOWN, step=CREATE_CONSENT}"
